steps,rewards,epsilon
30586,0.9725,0.13276
30596,0.975,0.13271
30610,0.965,0.13263
30621,0.9725,0.13256
30633,0.97,0.13249
30651,0.955,0.13239
30661,0.975,0.13233
30671,0.975,0.13228
30681,0.975,0.13222
30692,0.9725,0.13216
30702,0.975,0.1321
30713,0.9725,0.13204
30724,0.9725,0.13198
30735,0.9725,0.13192
30745,0.975,0.13186
30755,0.975,0.1318
30765,0.975,0.13175
30777,0.97,0.13168
30792,0.9625,0.13159
30809,0.9575,0.1315
30819,0.975,0.13144
30835,0.96,0.13135
30849,0.965,0.13127
30859,0.975,0.13122
30870,0.9725,0.13116
30883,0.9675,0.13109
30895,0.97,0.13102
30905,0.975,0.13096
30917,0.97,0.1309
30931,0.965,0.13082
30941,0.975,0.13076
30959,0.955,0.13066
30969,0.975,0.13061
30983,0.965,0.13053
30994,0.9725,0.13047
31007,0.9675,0.1304
31019,0.97,0.13033
31030,0.9725,0.13027
31045,0.9625,0.13019
31057,0.97,0.13012
31072,0.9625,0.13004
